"","tdf_stages.Stage","tdf_stages.Date","tdf_stages.Distance","tdf_stages.Origin","tdf_stages.Destination","tdf_stages.Type","tdf_stages.Winner","tdf_stages.Winner_Country"
"800","12b",1981-07-08,138,"Brussels","Circuit Zolder","Plain stage","Eddy Planckaert","BEL"
"801","13",1981-07-09,157,"Beringen","Hasselt","Plain stage","Freddy Maertens","BEL"
"802","14",1981-07-10,38,"Mulhouse","Mulhouse","Individual time trial","Bernard Hinault","FRA"
"803","15",1981-07-11,231,"Besançon","Thonon-les-Bains","Hilly stage","Sean Kelly","IRE"
"804","16",1981-07-12,200,"Thonon-les-Bains","Morzine","Stage with mountain(s)","Robert Alban","FRA"
"805","17",1981-07-14,230,"Morzine","Alpe d'Huez","Stage with mountain(s)","Peter Winnen","NED"
"806","18",1981-07-15,134,"Le Bourg-d'Oisans","Le Pleynet","Stage with mountain(s)","Bernard Hinault","FRA"
"807","19",1981-07-16,118,"Veurey","Saint-Priest","Plain stage","Daniel Willems","BEL"
"808","20",1981-07-17,46,"Saint-Priest","Saint-Priest","Individual time trial","Bernard Hinault","FRA"
"809","21",1981-07-18,207,"Auxerre","Fontenay-sous-Bois","Plain stage","Johan van der Velde","NED"
"810","22",1981-07-19,187,"Fontenay-sous-Bois","Paris","Plain stage","Freddy Maertens","BEL"
"811","P",1980-06-26,8,"Frankfurt","Frankfurt","Individual time trial","Bernard Hinault","FRA"
"812","1a",1980-06-27,133,"Frankfurt","Wiesbaden","Plain stage","Jan Raas","NED"
"813","1b",1980-06-27,46,"Wiesbaden","Frankfurt","Team time trial","TI–Raleigh–Creda",NA
"814","2",1980-06-28,276,"Frankfurt","Metz","Plain stage","Rudy Pevenage","BEL"
"815","3",1980-06-29,282,"Metz","Liège","Plain stage","Henk Lubberding","NED"
"816","4",1980-06-30,35,"Spa","Spa","Individual time trial","Bernard Hinault","FRA"
"817","5",1980-07-01,249,"Liège","Lille","Plain stage","Bernard Hinault","FRA"
"818","6",1980-07-02,216,"Lille","Compiègne","Plain stage","Jean-Louis Gauthier","FRA"
"819","7a",1980-07-03,65,"Compiègne","Beauvais","Team time trial","TI–Raleigh–Creda",NA
"820","7b",1980-07-03,92,"Beauvais","Rouen","Plain stage","Jan Raas","NED"
"821","8",1980-07-04,164,"Flers","Saint-Malo","Plain stage","Bert Oosterbosch","NED"
"822","9",1980-07-06,205,"Saint-Malo","Nantes","Plain stage","Jan Raas","NED"
"823","10",1980-07-07,163,"Rochefort","Bordeaux","Plain stage","Cees Priem","NED"
"824","11",1980-07-08,52,"Damazan","Laplume","Individual time trial","Joop Zoetemelk","NED"
"825","12",1980-07-09,194,"Agen","Pau","Plain stage","Gerrie Knetemann","NED"
"826","13",1980-07-10,200,"Pau","Bagnères-de-Luchon","Stage with mountain(s)","Raymond Martin","FRA"
"827","14",1980-07-11,189,"Lézignan-Corbières","Montpellier","Plain stage","Ludo Peeters","BEL"
"828","15",1980-07-12,160,"Montpellier","Martigues","Plain stage","Bernard Vallet","FRA"
"829","16",1980-07-13,209,"Trets","Pra-Loup","Stage with mountain(s)","Jos De Schoenmaecker","BEL"
"830","17",1980-07-14,242,"Serre Chevalier","Morzine","Stage with mountain(s)","Mariano Martínez","FRA"
"831","18",1980-07-16,199,"Morzine","Prapoutel","Stage with mountain(s)","Ludo Loos","BEL"
"832","19",1980-07-17,140,"Voreppe","Saint-Étienne","Hilly stage","Sean Kelly","IRE"
"833","20",1980-07-18,34,"Saint-Étienne","Saint-Étienne","Individual time trial","Joop Zoetemelk","NED"
"834","21",1980-07-19,208,"Auxerre","Fontenay-sous-Bois","Plain stage","Sean Kelly","IRE"
"835","22",1980-07-20,186,"Fontenay-sous-Bois","Paris","Plain stage","Pol Verschuere","BEL"
"836","P",1979-06-27,5,"Fleurance","Fleurance","Individual time trial","Gerrie Knetemann","NED"
"837","1",1979-06-28,225,"Fleurance","Luchon","Stage with mountain(s)","René Bittinger","FRA"
"838","2",1979-06-29,24,"Luchon","Superbagnères","Individual time trial","Bernard Hinault","FRA"
"839","3",1979-06-30,180,"Luchon","Pau","Stage with mountain(s)","Bernard Hinault","FRA"
"840","4",1979-07-01,87,"Captieux","Bordeaux","Team time trial","TI–Raleigh–McGregor",NA
"841","5",1979-07-02,145,"Neuville-de-Poitou","Angers","Plain stage","Jan Raas","NED"
"842","6",1979-07-03,239,"Angers","Saint-Brieuc","Plain stage","Jos Jacobs","BEL"
"843","7",1979-07-04,158,"Saint-Hilaire-du-Harcouët","Deauville","Plain stage","Leo van Vliet","NED"
"844","8",1979-07-05,90,"Deauville","Le Havre","Team time trial","TI–Raleigh–McGregor",NA
"845","9",1979-07-06,201,"Amiens","Roubaix","Plain stage","Ludo Delcroix","BEL"
"846","10",1979-07-07,124,"Roubaix","Brussels","Plain stage","Jo Maas","NED"
"847","11",1979-07-08,33,"Brussels","Brussels","Individual time trial","Bernard Hinault","FRA"
"848","12",1979-07-09,193,"Rochefort","Metz","Plain stage","Christian Seznec","FRA"
"849","13",1979-07-10,202,"Metz","Ballon d'Alsace","Hilly stage","Pierre-Raymond Villemiane","FRA"
"850","14",1979-07-11,248,"Belfort","Évian-les-Bains","Plain stage","Marc Demeyer","BEL"
"851","15",1979-07-12,54,"Évian-les-Bains","Morzine Avoriaz","Individual time trial","Bernard Hinault","FRA"
"852","16",1979-07-13,201,"Morzine Avoriaz","Les Menuires","Stage with mountain(s)","Lucien Van Impe","BEL"
"853","17",1979-07-15,167,"Les Menuires","Alpe d'Huez","Stage with mountain(s)","Joaquim Agostinho","POR"
"854","18",1979-07-16,119,"Alpe d'Huez","Alpe d'Huez","Stage with mountain(s)","Joop Zoetemelk","NED"
"855","19",1979-07-17,162,"Alpe d'Huez","Saint-Priest","Plain stage","Dietrich Thurau","GER"
"856","20",1979-07-18,240,"Saint-Priest","Dijon","Plain stage","Serge Parsani","ITA"
"857","21",1979-07-19,49,"Dijon","Dijon","Individual time trial","Bernard Hinault","FRA"
"858","22",1979-07-20,189,"Dijon","Auxerre","Plain stage","Gerrie Knetemann","NED"
"859","23",1979-07-21,205,"Auxerre","Nogent-sur-Marne","Plain stage","Bernard Hinault","FRA"
"860","24",1979-07-22,180,"Le Perreux-sur-Marne","Paris","Plain stage","Bernard Hinault","FRA"
"861","P",1978-06-29,5,"Leiden","Leiden","Individual time trial","Jan Raas","NED"
"862","1a",1978-06-30,135,"Leiden","Sint Willebrord","Plain stage","Jan Raas","NED"
"863","1b",1978-06-30,100,"Sint Willebrord","Brussels","Plain stage","Walter Planckaert","BEL"
"864","2",1978-07-01,199,"Brussels","Saint-Amand-les-Eaux","Plain stage","Jacques Esclassan","FRA"
"865","3",1978-07-02,244,"Saint-Amand-les-Eaux","Saint-Germain-en-Laye","Plain stage","Klaus-Peter Thaler","GER"
"866","4",1978-07-03,153,"Évreux","Caen","Team time trial","TI–Raleigh–McGregor",NA
"867","5",1978-07-04,244,"Caen","Mazé-Montgeoffroy","Plain stage","Freddy Maertens","BEL"
"868","6",1978-07-05,162,"Mazé-Montgeoffroy","Poitiers","Plain stage","Sean Kelly","IRE"
"869","7",1978-07-06,242,"Poitiers","Bordeaux","Plain stage","Freddy Maertens","BEL"
"870","8",1978-07-07,59,"Saint-Émilion","Sainte-Foy-la-Grande","Individual time trial","Bernard Hinault","FRA"
"871","9",1978-07-08,233,"Bordeaux","Biarritz","Plain stage","Miguel Maria Lasa","ESP"
"872","10",1978-07-10,192,"Biarritz","Pau","Hilly stage","Henk Lubberding","NED"
"873","11",1978-07-11,161,"Pau","Saint-Lary-Soulan Pla d'Adet","Stage with mountain(s)","Mariano Martínez","FRA"
"874","12a",1978-07-12,158,"Tarbes","Valence d'Agen","Plain stage","Cancelled",NA
"875","12b",1978-07-12,96,"Valence d'Agen","Toulouse","Plain stage","Jacques Esclassan","FRA"
"876","13",1978-07-13,221,"Figeac","Super Besse","Hilly stage","Paul Wellens","BEL"
"877","14",1978-07-14,52,"Besse-en-Chandesse","Puy de Dôme","Individual time trial","Joop Zoetemelk","NED"
"878","15",1978-07-15,196,"Saint-Dier-d'Auvergne","Saint-Étienne","Hilly stage","Bernard Hinault","FRA"
"879","16",1978-07-16,241,"St-Étienne","Alpe d'Huez","Stage with mountain(s)","Hennie Kuiper","NED"
"880","17",1978-07-18,225,"Grenoble","Morzine","Stage with mountain(s)","Christian Seznec","FRA"
"881","18",1978-07-19,137,"Morzine","Lausanne","Plain stage","Gerrie Knetemann","NED"
"882","19",1978-07-20,182,"Lausanne","Belfort","Plain stage","Marc Demeyer","BEL"
"883","20",1978-07-21,72,"Metz","Nancy","Individual time trial","Bernard Hinault","FRA"
"884","21",1978-07-22,207,"Epernay","Senlis","Plain stage","Jan Raas","NED"
"885","22",1978-07-23,162,"Saint Germain en Laye","Paris","Plain stage","Gerrie Knetemann","NED"
"886","P",1977-06-30,5,"Fleurance","Fleurance","Individual time trial","Dietrich Thurau","FRG"
"887","1",1977-07-01,237,"Fleurance","Auch","Plain stage","Pierre-Raymond Villemiane","FRA"
"888","2",1977-07-02,253,"Auch","Pau","Stage with mountain(s)","Dietrich Thurau","FRG"
"889","3",1977-07-03,248,"Oloron-Sainte-Marie","Vitoria-Gasteiz","Stage with mountain(s)","José Nazabal","ESP"
"890","4",1977-07-04,256,"Vitoria-Gasteiz","Seignosse le Penon","Stage with mountain(s)","Régis Delépine","FRA"
"891","5a",1977-07-05,139,"Morcenx","Bordeaux","Plain stage","Jacques Esclassan","FRA"
"892","5b",1977-07-05,30,"Bordeaux","Bordeaux","Individual time trial","Dietrich Thurau","FRG"
"893","6",1977-07-07,225,"Bordeaux","Limoges","Plain stage","Jan Raas","NED"
"894","7a",1977-07-08,140,"Jaunay-Clan","Angers","Plain stage","Patrick Sercu","BEL"
"895","7b",1977-07-08,4,"Angers","Angers","Team time trial","Fiat France",NA
"896","8",1977-07-09,247,"Angers","Lorient","Plain stage","Giacinto Santambrogio","ITA"
"897","9",1977-07-10,187,"Lorient","Rennes","Stage with mountain(s)","Klaus-Peter Thaler","FRG"
"898","10",1977-07-11,174,"Bagnoles-de-l'Orne","Rouen","Plain stage","Fedor den Hertog","NED"
"899","11",1977-07-12,242,"Rouen","Roubaix","Plain stage","Jean-Pierre Danguillaume","FRA"
"900","12",1977-07-13,193,"Roubaix","Charleroi","Stage with mountain(s)","Patrick Sercu","BEL"
"901","13a",1977-07-14,46,"Freiburg","Freiburg","Plain stage","Patrick Sercu","BEL"
"902","13b",1977-07-14,160,"Altkirch ","Besançon","Plain stage","Jean-Pierre Danguillaume","FRA"
"903","14",1977-07-16,230,"Besançon","Thonon-les-Bains","Stage with mountain(s)","Bernard Quilfen","FRA"
"904","15a",1977-07-17,105,"Thonon-les-Bains","Morzine","Stage with mountain(s)","Paul Wellens","BEL"
"905","15b",1977-07-17,14,"Morzine","Avoriaz","Individual time trial","Lucien Van Impe","BEL"
"906","16",1977-07-18,121,"Morzine","Chamonix","Stage with mountain(s)","Dietrich Thurau","FRG"
"907","17",1977-07-19,185,"Chamonix","Alpe d'Huez","Stage with mountain(s)","Hennie Kuiper","NED"
"908","18",1977-07-20,199,"Rossignol Voiron","Saint-Étienne","Stage with mountain(s)","no winner",NA
"909","19",1977-07-21,172,"Saint-Trivier-sur-Moignans","Dijon","Plain stage","Gerrie Knetemann","NED"
"910","20",1977-07-22,50,"Dijon","Dijon","Individual time trial","Bernard Thévenet","FRA"
"911","21",1977-07-23,142,"Montereau-Fault-Yonne","Versailles","Plain stage","Gerrie Knetemann","NED"
"912","22a",1977-07-24,6,"Paris","Paris","Individual time trial","Dietrich Thurau","FRG"
"913","22b",1977-07-24,91,"Paris","Paris","Plain stage","Alain Meslet","FRA"
"914","P",1976-06-24,8,"Saint-Jean-de-Monts","Saint-Jean-de-Monts","Individual time trial","Freddy Maertens","BEL"
"915","1",1976-06-25,173,"Saint-Jean-de-Monts","Angers","Flat Stage","Freddy Maertens","BEL"
"916","2",1976-06-26,237,"Angers","Caen","Flat Stage","Giovanni Battaglin","ITA"
"917","3",1976-06-27,37,"Le Touquet-Paris-Plage","Le Touquet-Paris-Plage","Individual time trial","Freddy Maertens","BEL"
"918","4",1976-06-28,258,"Le Touquet-Paris-Plage","Bornem","Flat Stage","Hennie Kuiper","NED"
"919","5a",1976-06-29,4,"Leuven","Leuven","Team time trial","TI–Raleigh–Campagnolo",NA
"920","5b",1976-06-29,144,"Leuven","Verviers","Half Stage","Miguel-Maria Lasa","ESP"
"921","6",1976-06-30,209,"Bastogne","Nancy","Flat Stage","Aldo Parecchini","ITA"
"922","7",1976-07-01,206,"Nancy","Mulhouse","Flat Stage","Freddy Maertens","BEL"
"923","8",1976-07-02,220,"Valentigney","Divonne-les-Bains","Flat Stage","Jacques Esclassan","FRA"
"924","9",1976-07-04,258,"Divonne-les-Bains","Alpe d'Huez","Mountain Stage","Joop Zoetemelk","NED"
"925","10",1976-07-05,166,"Le Bourg-d'Oisans","Montgenèvre","Mountain Stage","Joop Zoetemelk","NED"
"926","11",1976-07-06,224,"Montgenèvre","Manosque","Mountain Stage","José-Luis Viejo","ESP"
"927","12",1976-07-08,205,"Le Barcarès","Pyrénées 2000","Mountain Stage","Raymond Delisle","FRA"
"928","13",1976-07-09,188,"Font-Romeu-Odeillo-Via","Saint-Gaudens","Mountain Stage","Willy Teirlinck[8]","BEL"
"929","14",1976-07-10,139,"Saint-Gaudens","Saint-Lary-Soulan","Mountain Stage","Lucien Van Impe","BEL"
"930","15",1976-07-11,195,"Saint-Lary-Soulan","Pau","Mountain Stage","Wladimiro Panizza","ITA"
"931","16",1976-07-12,152,"Pau","Fleurance","Flat Stage","Michel Pollentier","BEL"
"932","17",1976-07-13,39,"Fleurance","Auch","Individual time trial","Ferdinand Bracke","BEL"
"933","18a",1976-07-14,86,"Auch","Langon","Half Stage","Freddy Maertens","BEL"
"934","18b",1976-07-14,123,"Langon","Lacanau","Half Stage","Freddy Maertens","BEL"
"935","18c",1976-07-14,70,"Lacanau","Bordeaux","Half Stage","Gerben Karstens","NED"
"936","19",1976-07-15,220,"Sainte-Foy-la-Grande","Tulle","Flat Stage","Hubert Mathis","FRA"
"937","20",1976-07-16,220,"Tulle","Puy de Dôme","Mountain Stage","Joop Zoetemelk","NED"
"938","21",1976-07-17,145,"Montargis","Versailles","Flat Stage","Freddy Maertens","BEL"
"939","22a",1976-07-18,6,"Paris","Paris","Individual time trial","Freddy Maertens","BEL"
"940","22b",1976-07-18,91,"Paris","Paris","Half Stage","Gerben Karstens","NED"
"941","P",1975-06-26,6,"Charleroi","Charleroi","Individual time trial","Francesco Moser","ITA"
"942","1a",1975-06-27,94,"Charleroi","Molenbeek","Plain stage","Cees Priem","NED"
"943","1b",1975-06-27,109,"Molenbeek","Roubaix","Plain stage","Rik Van Linden","BEL"
"944","2",1975-06-28,121,"Roubaix","Amiens","Plain stage","Ronald de Witte","BEL"
"945","3",1975-06-29,170,"Amiens","Versailles","Plain stage","Karel Rottiers","BEL"
"946","4",1975-06-30,223,"Versailles","Le Mans","Plain stage","Jacques Esclassan","FRA"
"947","5",1975-07-02,222,"Sablé-sur-Sarthe","Merlin-Plage","Plain stage","Theo Smit","NED"
"948","6",1975-07-02,16,"Merlin-Plage","Merlin-Plage","Individual time trial","Eddy Merckx","BEL"
"949","7",1975-07-03,236,"Saint-Gilles-Croix-de-Vie","Angoulême","Plain stage","Francesco Moser","ITA"
"950","8",1975-07-04,134,"Angoulême","Bordeaux","Plain stage","Barry Hoban","GBR"
"951","9a",1975-07-05,131,"Langon","Fleurance","Plain stage","Theo Smit","NED"
"952","9b",1975-07-05,37,"Fleurance","Auch","Individual time trial","Eddy Merckx","BEL"
"953","10",1975-07-07,206,"Auch","Pau","Stage with mountain(s)","Felice Gimondi","ITA"
"954","11",1975-07-08,160,"Pau","Saint-Lary-Soulan Pla d'Adet","Stage with mountain(s)","Joop Zoetemelk","NED"
"955","12",1975-07-09,242,"Tarbes","Albi","Plain stage","Gerrie Knetemann","NED"
"956","13",1975-07-10,260,"Albi","Super-Lioran","Stage with mountain(s)","Michel Pollentier","BEL"
"957","14",1975-07-11,174,"Aurillac","Puy de Dôme","Stage with mountain(s)","Lucien Van Impe","BEL"
"958","15",1975-07-13,217,"Nice","Pra-Loup","Stage with mountain(s)","Bernard Thévenet","FRA"
"959","16",1975-07-14,107,"Barcelonnette","Serre Chevalier","Stage with mountain(s)","Bernard Thévenet","FRA"
"960","17",1975-07-15,225,"Valloire","Morzine Avoriaz","Stage with mountain(s)","Vicente Lopez-Carril","ESP"
"961","18",1975-07-16,40,"Morzine","Châtel","Individual time trial","Lucien Van Impe","BEL"
"962","19",1975-07-17,229,"Thonon-les-Bains","Chalon-sur-Saône","Stage with mountain(s)","Rik Van Linden","BEL"
"963","20",1975-07-18,256,"Pouilly-en-Auxois","Melun","Plain stage","Giacinto Santambrogio","ITA"
"964","21",1975-07-19,220,"Melun","Senlis","Plain stage","Rik Van Linden","BEL"
"965","22",1975-07-20,164,"Paris","Paris","Plain stage","Walter Godefroot","BEL"
"966","P",1974-06-27,7,"Brest","Brest","Individual time trial","Eddy Merckx","BEL"
"967","1",1974-06-28,144,"Brest","Saint-Pol-de-Léon","Plain stage","Ercole Gualazzini","ITA"
"968","2",1974-06-29,164,"Plymouth","Plymouth","Plain stage","Henk Poppe","NED"
"969","3",1974-06-30,190,"Morlaix","Saint-Malo","Plain stage","Patrick Sercu","BEL"
"970","4",1974-07-01,184,"Saint-Malo","Caen","Plain stage","Patrick Sercu","BEL"
"971","5",1974-07-02,165,"Caen","Dieppe","Plain stage","Ronald de Witte","BEL"
"972","6a",1974-07-03,239,"Dieppe","Harelbeke","Plain stage","Jean-Luc Molineris","FRA"
"973","6b",1974-07-03,9,"Harelbeke","Harelbeke","Team time trial","Molteni",NA
"974","7",1974-07-04,221,"Mons","Châlons-sur-Marne","Plain stage","Eddy Merckx","BEL"
"975","8a",1974-07-05,136,"Châlons-sur-Marne","Chaumont","Plain stage","Cyrille Guimard","FRA"
"976","8b",1974-07-05,152,"Chaumont","Besançon","Plain stage","Patrick Sercu","BEL"
"977","9",1974-07-06,241,"Besançon","Gaillard","Stage with mountain(s)","Eddy Merckx","BEL"
"978","10",1974-07-07,131,"Gaillard","Aix-les-Bains","Stage with mountain(s)","Eddy Merckx","BEL"
"979","11",1974-07-08,199,"Aix-les-Bains","Serre Chevalier","Stage with mountain(s)","Vicente Lopez Carril","ESP"
"980","12",1974-07-10,231,"Savines-le-Lac","Orange","Stage with mountain(s)","Jos Spruyt","BEL"
"981","13",1974-07-11,126,"Avignon","Montpellier","Plain stage","Barry Hoban","GBR"
"982","14",1974-07-12,249,"Lodève","Colomiers","Plain stage","Jean-Pierre Genet","FRA"
"983","15",1974-07-14,225,"Colomiers","La Seu d'Urgell","Stage with mountain(s)","Eddy Merckx","BEL"
"984","16",1974-07-15,209,"La Seu d'Urgell","Saint-Lary-Soulan Pla d'Adet","Stage with mountain(s)","Raymond Poulidor","FRA"
"985","17",1974-07-16,119,"Saint-Lary-Soulan","La Mongie","Stage with mountain(s)","Jean-Pierre Danguillaume","FRA"
"986","18",1974-07-17,141,"Bagnères-de-Bigorre","Pau","Stage with mountain(s)","Jean-Pierre Danguillaume","FRA"
"987","19a",1974-07-18,196,"Pau","Bordeaux","Plain stage","Francis Campaner","FRA"
"988","19b",1974-07-18,12,"Bordeaux","Bordeaux","Individual time trial","Eddy Merckx","BEL"
"989","20",1974-07-19,120,"Saint-Gilles-Croix-de-Vie","Nantes","Plain stage","Gerard Vianen","NED"
"990","21a",1974-07-20,113,"Vouvray","Orléans","Plain stage","Eddy Merckx","BEL"
"991","21b",1974-07-20,37,"Orléans","Orléans","Individual time trial","Michel Pollentier","BEL"
"992","22",1974-07-21,146,"Orléans","Paris","Plain stage","Eddy Merckx","BEL"
"993","P",1973-06-30,7.1,"Scheveningen","Scheveningen","Individual time trial","Joop Zoetemelk","NED"
"994","1a",1973-07-01,84,"Scheveningen","Rotterdam","Plain stage","Willy Teirlinck","BEL"
"995","1b",1973-07-01,137.5,"Rotterdam","Sint-Niklaas","Plain stage","José Catieau","FRA"
"996","2a",1973-07-02,12.4,"Sint-Niklaas","Sint-Niklaas","Team time trial","Watney–Maes Pils",NA
"997","2b",1973-07-02,138,"Sint-Niklaas","Roubaix","Plain stage","Eddy Verstraeten","BEL"
"998","3",1973-07-03,226,"Roubaix","Reims","Plain stage","Cyrille Guimard","FRA"
"999","4",1973-07-04,214,"Reims","Nancy","Plain stage","Joop Zoetemelk","NED"
"1000","5",1973-07-05,188,"Nancy","Mulhouse","Stage with mountain(s)","Walter Godefroot","BEL"
"1001","6",1973-07-06,244.5,"Mulhouse","Divonne-les-Bains","Stage with mountain(s)","Jean-Pierre Danguillaume","FRA"
"1002","7a",1973-07-08,86.5,"Divonne-les-Bains","Gaillard","Stage with mountain(s)","Luis Ocaña","ESP"
"1003","7b",1973-07-08,150.5,"Gaillard","Méribel","Stage with mountain(s)","Bernard Thévenet","FRA"
"1004","8",1973-07-09,237.5,"Moûtiers","Les Orres","Stage with mountain(s)","Luis Ocaña","ESP"
"1005","9",1973-07-10,234.5,"Embrun","Nice","Stage with mountain(s)","Vicente López Carril","ESP"
"1006","10",1973-07-11,222.5,"Nice","Aubagne","Stage with mountain(s)","Michael Wright","GBR"
